itemid,item,item_en,vocabulary_id,vocabulary_concept_code,vocabulary_concept_name,abbreviation,categoryid,category,category_en,ordercategoryid,ordercategory,islabresult,valueid,value,unitid,unit,ucum_code,low_normal_value,high_normal_value,expected_min_value,expected_max_value,table,count,count_validated
11727,CD13 (beenmerg),CD13 (bone marrow),NaN,NaN,NaN,CD13 (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,4,4
11728,CD13 (bloed),CD13 (blood),NaN,NaN,NaN,CD13 (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,9,9
11729,CD14 (beenmerg),CD14 (bone marrow),NaN,NaN,NaN,CD14 (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,3,3
11730,CD14 (bloed),CD14 (blood),NaN,NaN,NaN,CD14 (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,5,5
11731,CD15 (beenmerg),CD15 (bone marrow),NaN,NaN,NaN,CD15 (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,3,3
11732,CD15 (bloed),CD15 (blood),NaN,NaN,NaN,CD15 (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,5,5
11733,CD19 (beenmerg),CD19 (bone marrow),NaN,NaN,NaN,CD19 (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,9,9
11734,CD19 (bloed),CD19 (blood),NaN,NaN,NaN,CD19 (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,16,16
11735,CD19/CD5 (beenmerg),CD19/CD5 (bone marrow),NaN,NaN,NaN,CD19/CD5 (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,3,3
11736,CD19/CD5 (bloed),CD19/CD5 (blood),NaN,NaN,NaN,CD19/CD5 (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,7,7
11737,CD1a (beenmerg),CD1a (bone marrow),NaN,NaN,NaN,CD1a (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,3,3
11738,CD1a (bloed),CD1a (blood),NaN,NaN,NaN,CD1a (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,5,5
11739,CD2 (beenmerg),CD2 (bone marrow),NaN,NaN,NaN,CD2 (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,3,3
11740,CD2 (bloed),CD2 (blood),NaN,NaN,NaN,CD2 (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,6,6
11741,CD20 (beenmerg),CD20 (bone marrow),NaN,NaN,NaN,CD20 (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,7,7
11742,CD20 (bloed),CD20 (blood),NaN,NaN,NaN,CD20 (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,11,11
11743,CD22 (beenmerg),CD22 (bone marrow),NaN,NaN,NaN,CD22 (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,6,6
11744,CD22 (bloed),CD22 (blood),NaN,NaN,NaN,CD22 (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,12,12
11745,CD23 (beenmerg),CD23 (bone marrow),NaN,NaN,NaN,CD23 (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,3,3
11746,CD23 (bloed),CD23 (blood),NaN,NaN,NaN,CD23 (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,8,8
11747,CD24 (beenmerg),CD24 (bone marrow),NaN,NaN,NaN,CD24 (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,2,2
11748,CD24 (bloed),CD24 (blood),NaN,NaN,NaN,CD24 (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,3,3
11749,CD25 (beenmerg),CD25 (bone marrow),NaN,NaN,NaN,CD25 (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,6,6
11750,CD25 (bloed),CD25 (blood),NaN,NaN,NaN,CD25 (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,12,12
11751,CD3 (beenmerg),CD3 (bone marrow),NaN,NaN,NaN,CD3 (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,6,6
11752,CD3 (bloed),CD3 (blood),NaN,NaN,NaN,CD3 (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,11,11
11753,cytoplasmatisch CD3 (beenmerg),cytoplasmic CD3 (bone marrow),NaN,NaN,NaN,cytoplasmatisch CD3 (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,3,3
11754,cytoplasmatisch CD3 (bloed),cytoplasmic CD3 (blood),NaN,NaN,NaN,cytoplasmatisch CD3 (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,5,5
11755,CD33 (beenmerg),CD33 (bone marrow),NaN,NaN,NaN,CD33 (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,3,3
11756,CD33 (bloed),CD33 (blood),NaN,NaN,NaN,CD33 (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,5,5
11757,CD34 (beenmerg),CD34 (bone marrow),NaN,NaN,NaN,CD34 (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,5,5
11758,CD34 (bloed),CD34 (blood),NaN,NaN,NaN,CD34 (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,10,10
11759,CD34% (overig),CD34% (other),NaN,NaN,NaN,CD34% (overig),486,LAB-Imm-diversen,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,6,6
11760,CD36 (beenmerg),CD36 (bone marrow),NaN,NaN,NaN,CD36 (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,2,2
11761,CD36 (bloed),CD36 (blood),NaN,NaN,NaN,CD36 (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,5,5
11762,CD4 (beenmerg),CD4 (bone marrow),NaN,NaN,NaN,CD4 (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,6,6
11763,CD4 (bloed),CD4 (blood),NaN,NaN,NaN,CD4 (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,10,10
11764,CD42b (beenmerg),CD42b (bone marrow),NaN,NaN,NaN,CD42b (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,3,3
11765,CD42b (bloed),CD42b (blood),NaN,NaN,NaN,CD42b (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,5,5
11766,CD5 (beenmerg),CD5 (bone marrow),NaN,NaN,NaN,CD5 (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,7,7
11767,CD5 (bloed),CD5 (blood),NaN,NaN,NaN,CD5 (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,13,13
11768,CD56 (beenmerg),CD56 (bone marrow),NaN,NaN,NaN,CD56 (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,4,4
11769,CD56 (bloed),CD56 (blood),NaN,NaN,NaN,CD56 (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,9,9
11772,CD61 (beenmerg),CD61 (bone marrow),NaN,NaN,NaN,CD61 (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,3,3
11773,CD61 (bloed),CD61 (blood),NaN,NaN,NaN,CD61 (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,5,5
11776,CD7 (beenmerg),CD7 (bone marrow),NaN,NaN,NaN,CD7 (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,5,5
11777,CD7 (bloed),CD7 (blood),NaN,NaN,NaN,CD7 (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,10,10
11778,CD79b (beenmerg),CD79b (bone marrow),NaN,NaN,NaN,CD79b (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,3,3
11779,CD79b (bloed),CD79b (blood),NaN,NaN,NaN,CD79b (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,6,6
11780,CD8 (beenmerg),CD8 (bone marrow),NaN,NaN,NaN,CD8 (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,6,6
11781,CD8 (bloed),CD8 (blood),NaN,NaN,NaN,CD8 (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,14,14
11784,CH50-titer (bloed),CH50 titer (blood),NaN,NaN,NaN,CH50-titer (bloed),497,LAB-Divers-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,70,130,NA,NA,numericitems,13,13
11785,cytoplasmatisch IgM (beenmerg),cytoplasmic IgM (bone marrow),NaN,NaN,NaN,cytoplasmatisch IgM (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,3,3
11786,cytoplasmatisch IgM (bloed),cytoplasmic IgM (blood),NaN,NaN,NaN,cytoplasmatisch IgM (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,5,5
11787,Dibuc.Rem% (bloed),Dibuc.Rem% (blood),NaN,NaN,NaN,Dibuc.Rem% (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,1,1
11789,Eiwituitsch. (verz. urine),Protein excretion. (acidified urine),NaN,NaN,NaN,Eiwituitsch.-vur,507,LAB-Divers-verz. urine,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,1,1
11790,Eo % (bloed),Eo % (blood),NaN,NaN,NaN,Eo % (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,0,5,NA,NA,numericitems,4633,4633
11792,Factor X activiteit (bloed),Factor X activity (blood),NaN,NaN,NaN,Factor X activiteit (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,60,120,NA,NA,numericitems,149,149
11793,Factor XI activiteit (bloed),Factor XI activity (blood),NaN,NaN,NaN,Factor XI activiteit (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,60,120,NA,NA,numericitems,154,154
11794,Factor XII activiteit (bloed),Factor XII activity (blood),NaN,NaN,NaN,Factor XII activiteit (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,60,120,NA,NA,numericitems,148,148
11795,Factor XIII activiteit (bloed),Factor XIII activity (blood),NaN,NaN,NaN,Factor XIII activiteit (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,30,30
11796,Factor II activiteit (bloed),Factor II activity (blood),NaN,NaN,NaN,Factor II activiteit (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,60,120,NA,NA,numericitems,150,150
11797,Factor V activiteit (bloed),Factor V activity (blood),NaN,NaN,NaN,Factor V activiteit (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,60,120,NA,NA,numericitems,176,176
11798,Factor VII activiteit (bloed),Factor VII activity (blood),NaN,NaN,NaN,Factor VII activiteit (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,60,120,NA,NA,numericitems,161,161
11800,Factor VIII activiteit (bloed),Factor VIII activity (blood),NaN,NaN,NaN,Factor VIII activiteit (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,60,120,NA,NA,numericitems,278,278
11801,Factor IX activiteit (bloed),Factor IX activity (blood),NaN,NaN,NaN,Factor IX activiteit (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,60,120,NA,NA,numericitems,194,194
11804,Gamma-Fr  (bloed),Gamma-Fr (blood),NaN,NaN,NaN,Gamma-Fr  (bloed),490,LAB-Chem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,59,59
11810,Hb A2 (bloed),Hb A2 (blood),NaN,NaN,NaN,Hb A2 (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,1,1
11811,Hb F (bloed),Hb F (blood),NaN,NaN,NaN,Hb F (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,1,1
11812,HbA1c (bloed),HbA1c (blood),NaN,NaN,NaN,HbA1c (bloed),478,LAB-Endo-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,"4,3","6,1",NA,NA,numericitems,298,298
11816,HLA-DR (beenmerg),HLA-DR (beenmerg),NaN,NaN,NaN,HLA-DR (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,6,6
11817,HLA-DR (bloed),HLA-DR (blood),NaN,NaN,NaN,HLA-DR (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,13,13
11832,kappa (beenmerg),kappa (bone marrow),NaN,NaN,NaN,kappa (beenmerg),571,LAB-Hem-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,4,4
11833,lambda (beenmerg),lambda (beenmerg),NaN,NaN,NaN,lambda (beenmerg),571,LAB-Hem-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,4,4
11834,LD-fractie 1 (bloed),LD fraction 1 (blood),NaN,NaN,NaN,LD-fractie 1 (bloed),490,LAB-Chem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,3,3
11836,LD-fractie 2 (bloed),LD fraction 2 (blood),NaN,NaN,NaN,LD-fractie 2 (bloed),490,LAB-Chem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,3,3
11838,LD-fractie 3 (bloed),LD fraction 3 (blood),NaN,NaN,NaN,LD-fractie 3 (bloed),490,LAB-Chem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,3,3
11840,LD-fractie 4 (bloed),LD fraction 4 (blood),NaN,NaN,NaN,LD-fractie 4 (bloed),490,LAB-Chem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,3,3
11842,LD-fractie 5 (bloed),LD fraction 5 (blood),NaN,NaN,NaN,LD-fractie 5 (bloed),490,LAB-Chem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,3,3
11846,Lymfocyten % (bloed),Lymphocytes % (blood),NaN,NaN,NaN,Lymfocyten % (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,10,35,NA,NA,numericitems,4606,4606
11849,Metamyelocyten % (bloed),Metamyelocytes % (blood),NaN,NaN,NaN,Metamyelocyten % (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,1911,1911
11850,Monocyten % (bloed),Monocytes % (blood),NaN,NaN,NaN,Monocyten % (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,1,10,NA,NA,numericitems,4602,4602
11852,MPO cytopl (beenmerg),MPO cytopl (beenmerg),NaN,NaN,NaN,MPO cytopl (beenmerg),571,LAB-Hem-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,1,1
11854,Myelocyten % (bloed),Myelocytes % (blood),NaN,NaN,NaN,Myelocyten % (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,1917,1917
11856,Neutro's % app (bloed),Neutros % app (blood),NaN,NaN,NaN,Neutro's % app (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,15,75,NA,NA,numericitems,2805,2805
11860,Para % TE (bloed),Para % TE (blood),NaN,NaN,NaN,Para % TE (bloed),490,LAB-Chem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,6,6
11863,Para % TE  (urine),Para % TE (urine),NaN,NaN,NaN,Para % TE  (urine),481,LAB-Chem-verz. urine,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,1,1
11865,Plasmacel (beenmerg),Plasma cell (bone marrow),NaN,NaN,NaN,Plasmacel (beenmerg),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,64,64
11867,Promonocyten (beenmerg),Promonocytes (bone marrow),NaN,NaN,NaN,Promonocyten (beenmerg),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,3,3
11868,Promyelocyten % (bloed),Promyelocytes % (blood),NaN,NaN,NaN,Promyelocyten % (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,1923,1923
11869,Proteïne C antigeen (bloed),Protein C antigen (blood),NaN,NaN,NaN,Proteïne C antigeen (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,70,NaN,NA,NA,numericitems,1,1
11870,Proteïne S antigeen totaal (bloed),Protein S antigen total (blood),NaN,NaN,NaN,Proteïne S antigeen totaal (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,3,3
11871,Proteïne S antigeen vrij (bloed),Protein S antigen free (blood),NaN,NaN,NaN,Proteïne S antigeen vrij (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,4,4
11872,Proteïne C activiteit (bloed),Protein C activity (blood),NaN,NaN,NaN,Proteïne C activiteit (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,70,NaN,NA,NA,numericitems,1,1
11873,vWF-activiteit (bloed),vWF activity (blood),NaN,NaN,NaN,vWF-activiteit (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,60,NaN,NA,NA,numericitems,81,81
11874,Rood Totaal (beenmerg),Red Total (bone marrow),NaN,NaN,NaN,Rood Totaal (beenmerg),571,LAB-Hem-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,80,80
11875,Segmenten % (bloed),Segments % (blood),NaN,NaN,NaN,Segmenten % (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,45,75,NA,NA,numericitems,1656,1656
11876,Segmenten (beenmerg),Segments (bone marrow),NaN,NaN,NaN,Segmenten (beenmerg),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,66,66
11877,Sideroblasten (bloed),Sideroblasts (blood),NaN,NaN,NaN,Sideroblasten (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,9,9
11878,IgD (beenmerg),IgD (bone marrow),NaN,NaN,NaN,IgD (beenmerg),571,LAB-Hem-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,1,1
11879,IgD  (bloed),IgD (blood),NaN,NaN,NaN,IgD  (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,4,4
11880,IgG (beenmerg),IgG (bone marrow),NaN,NaN,NaN,IgG (beenmerg),571,LAB-Hem-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,2,2
11881,IgG  (bloed),IgG (blood),NaN,NaN,NaN,IgG  (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,3,3
11883,T-cellen% (overig),T-cells% (other),NaN,NaN,NaN,T-cellen% (overig),501,LAB-Hem-diversen,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,6,6
11884,cytoplasmatisch TdT (beenmerg),cytoplasmic TdT (bone marrow),NaN,NaN,NaN,cytoplasmatisch TdT (beenmerg),571,LAB-Hem-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,4,4
11885,cytoplasmatisch TdT (bloed),cytoplasmic TdT (blood),NaN,NaN,NaN,cytoplasmatisch TdT (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,6,6
11886,vWF-antigeen (bloed),vWF antigen (blood),NaN,NaN,NaN,vWF-antigeen (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,52,52
11887,IJzer Verz% (bloed),Iron Verz% (blood),NaN,NaN,NaN,IJzer Verz% (bloed),490,LAB-Chem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,20,60,NA,NA,numericitems,967,967
11888,YZER verz% (overig),YZER verz% (other),NaN,NaN,NaN,YZER verz% (overig),479,LAB-Chem-diversen,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,1,1
11889,Meettemp. (bloed),Measurement temp (blood),NaN,NaN,NaN,Meettemp. (bloed),491,LAB-Astr-bloed,NaN,NA,NaN,1,NA,NaN,204,°,deg,NaN,NaN,NA,NA,numericitems,349632,349632
11893,Prothrombinetijd (bloed),Prothrombin time (blood),NaN,NaN,NaN,Prothrombinetijd (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,205,INR,{INR},0,"1,2",NA,NA,numericitems,66847,66847
11894,Prothrombinetijd  (bloed),Prothrombin time (blood),NaN,NaN,NaN,Prothrombinetijd  (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,205,INR,{INR},0,"1,2",NA,NA,numericitems,126843,126843
11896,HCG kU/L (bloed),HCG kU/L (blood),NaN,NaN,NaN,HCG kU/L (bloed),478,LAB-Endo-bloed,NaN,NA,NaN,1,NA,NaN,198,kE/l,kU/L,NaN,NaN,NA,NA,numericitems,6,6
11898,IgE totaal (bloed),IgE total (blood),NaN,NaN,NaN,IgE totaal (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,198,kE/l,kU/L,0,100,NA,NA,numericitems,22,22
11900,Kreat.klaring (urine),Kreat.klaring (urine),NaN,NaN,NaN,Kreat.klaring (urine),480,LAB-Chem-urine,NaN,NA,NaN,1,NA,NaN,24,ml/min,mL/min,NaN,NaN,NA,NA,numericitems,91,91
11901,KREAT.KLAR (verz. urine),KREAT.KLAR (vers. urine),NaN,NaN,NaN,KREAT.KLAR-vur,481,LAB-Chem-verz. urine,NaN,NA,NaN,1,NA,NaN,24,ml/min,mL/min,NaN,NaN,NA,NA,numericitems,167,167
11902,Bezinking (bloed),Sedimentation (blood),NaN,NaN,NaN,Bezinking (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,161,mm/uur,mm/h,0,10,NA,NA,numericitems,18425,18425
11906,Micro-Bse (bloed),Micro-Bse (blood),NaN,NaN,NaN,Micro-Bse (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,161,mm/uur,mm/h,NaN,NaN,NA,NA,numericitems,207,207
